,Energy_kcal,Carb_pct,Protein_pct,Fat_pct,Moisture_g,Ash_g,Fiber_g,Na_mg,K_mg,Ca_mg,Zn_mg,Fe_mg,P_mg,I_mg,Mg_mg,Cu_mg,VitA,VitE,VitK,VitC,VitB1,VitB2,VitB3,VitB5,VitB6,VitB7,VitB9,Hardness_g,Firmness_g,Strength_g,pH,L_star,a_star,b_star,Chroma,Appearance,Colour,Texture,Flavour,Aroma,Overall_Accept,TPC_mgGAE,TFC_mgQE,DPPH_pct
pH,0.23114351681965456,-0.22951032329863147,-0.28021415764399504,-0.5927674696041363,0.8136005159757349,0.9920106349214367,-0.8647857511646914,0.8487764110037113,0.9373888049238093,-0.4554217492629319,-0.7433742718662082,0.12499860659285968,0.130818319819305,-0.24467405139809859,-0.733458902206425,-0.7340221541942947,,-0.24467405139809925,,,-0.7134664139511642,0.13214514347306414,0.13174103914443278,0.13170086109417373,0.1316522790488822,-0.8469486394549564,0.13174756613743702,-0.7915179023413398,-0.8153576148485744,-0.7675206289024685,1.0,-0.6001016620526827,-0.5471891781066504,-0.5104532018922605,-0.5275050571884861,0.18424517460406475,-0.5766808752992234,-0.4866374226026534,-0.08000457425896092,0.7267291864356593,-0.724932147468118,0.33915315606011737,0.2575255203350747,-0.2241144746582284
L_star,-0.30767279451674745,0.22962296951167827,0.28136946448723327,0.5702631068676068,-0.8313492443784937,-0.6888210031144569,0.7803405878839258,-0.14324759233691664,-0.6814041415555154,0.4567393178374778,0.5864779772577526,0.3284537748967344,-0.8679662460117253,0.31547318333650853,0.5833012342403968,0.6809869405815628,,0.3154731833365084,,,0.3193090366542007,-0.8682815277183,-0.8680921129040361,-0.8680732722860667,-0.8680504888513396,0.12836495046106167,-0.8680951734570095,0.4102807523760636,0.6810326702158616,0.6568940645485181,-0.6001016620526827,1.0,0.9911320322047625,0.956967821455551,0.9742774189875654,-0.008691015314999098,-0.19904961501582843,0.018351032631163815,-0.7746961626979075,-0.16153211265810177,0.2509608112554497,0.20738606121716344,0.3882668853757386,0.43483381059123277
a_star,-0.4143285215667004,0.33560357181348965,0.15778014919716385,0.4563404369540132,-0.8472101309434562,-0.6453098914326291,0.6986277358872176,-0.11670482438275406,-0.673482416082945,0.33699109718580356,0.47547428506820527,0.24798094729722894,-0.900470953102812,0.4210086800058344,0.47169645173281227,0.5783951024379221,,0.4210086800058343,,,0.1959952986151136,-0.9012151322339569,-0.9010343472049193,-0.9010163642454292,-0.9009946177782467,0.09836651402005486,-0.9010372684237019,0.43806147463462086,0.7073657298194772,0.6936662703319104,-0.5471891781066504,0.9911320322047625,1.0,0.9863798075095146,0.9952829674589669,0.1205007979477501,-0.19551832222872503,0.07832228274092425,-0.8199213749711147,-0.042560677111889156,0.2831619031044477,0.1463872850970661,0.3395706353538212,0.32685992563579
b_star,-0.5547733584257897,0.48025748873939517,-0.006751334901020413,0.30885124022034915,-0.8737032617081752,-0.6146923466500064,0.600830636402303,-0.13487482861848119,-0.6872535742292285,0.17898428875760858,0.34211232810249903,0.10806604273126698,-0.895802357923499,0.5604328278173368,0.33699475732200507,0.4493266112238129,,0.5604328278173367,,,0.061739023635061195,-0.8972029888145392,-0.897016290782215,-0.8969977199821412,-0.8969752627308161,0.11274013154342866,-0.8970193074977212,0.5072488296219827,0.7582040041016186,0.7566166724941239,-0.5104532018922605,0.956967821455551,0.9863798075095146,1.0,0.997684287427389,0.28146155491009023,-0.13419503143270703,0.19439388253896947,-0.8453291211445397,0.0742519781697774,0.36402091435477313,0.02481737489294005,0.22855371636960428,0.1688730415047317
Chroma,-0.49857943681018324,0.422087269663371,0.06126546806354033,0.3709109448493206,-0.8657442358215026,-0.6295463811658684,0.6433602737880437,-0.12801186077774007,-0.6839878477566259,0.24494094133468394,0.39847987837199916,0.16617705645493555,-0.900614496105084,0.5046819694010676,0.3938969679713999,0.5042593551470124,,0.5046819694010674,,,0.117576286164537,-0.9017487391469726,-0.9015637878542159,-0.9015453906724739,-0.9015231433426644,0.10737454818382632,-0.9015667763642534,0.48048120659027826,0.7398209436449114,0.7332130085203487,-0.5275050571884861,0.9742774189875654,0.9952829674589669,0.997684287427389,1.0,0.21581816496140682,-0.15980932786195406,0.1471860869815718,-0.8343820640438532,0.026050051272067783,0.33195919867782286,0.07503123670555936,0.27507704220782864,0.23473101302319102
Appearance,-0.9098996464982256,0.9142926097157383,-0.9589292735481247,-0.8151676599377693,-0.28728005275231805,0.12167115772540488,-0.48931226775785935,-0.04339080639119244,-0.15320274015514126,-0.8930830673489497,-0.7436599635634874,-0.7454140922585692,-0.19338821998366132,0.9041333421524925,-0.7514389092386982,-0.6904290976437238,,0.9041333421524923,,,-0.8186701106575851,-0.19730212180938536,-0.19726485426446333,-0.19726114709037362,-0.19725666404408387,0.016438788039133005,-0.19726545646963595,0.4342425443426188,0.39392162076685727,0.46698693371126526,0.18424517460406475,-0.008691015314999098,0.1205007979477501,0.28146155491009023,0.21581816496140682,1.0,0.2461242899188182,0.6501663822416972,0.12607231560583523,0.757507546587514,0.4698812394725794,-0.6401671556387999,-0.5365623174852748,-0.8699594086824411
Colour,-0.41730663807788293,0.48958632169417293,-0.36268355758779036,-0.18312802880244675,-0.35377080706738484,-0.5137757407653195,0.10422354637933061,-0.9206767626251324,-0.5812404507569339,-0.28127166617406457,0.01825658875742382,-0.8007954599861973,0.5546632332728939,0.4238914976631189,0.005530354951537748,-0.05598566950267365,,0.4238914976631197,,,0.19443902120090814,0.5515303038052112,0.5518641332103571,0.5518973175755871,0.5519374414796727,0.91976457040111,0.5518587422406648,0.7845463707552526,0.5443370606238219,0.5422293897253115,-0.5766808752992234,-0.19904961501582843,-0.19551832222872503,-0.13419503143270703,-0.15980932786195406,0.2461242899188182,1.0,0.875995860629949,0.8829666890026404,-0.3848879711591439,0.8674247615424847,-0.9007679486271332,-0.9209109916736333,-0.531870538085148
Texture,-0.8036165974936663,0.8492803908898895,-0.6752447860111962,-0.4137232328487841,-0.5647020071968291,-0.48086883415331383,0.0025607175621976423,-0.7824746192734379,-0.658518825973781,-0.5483077933387962,-0.2171087592636874,-0.9201683184570358,0.1982830196320214,0.8076797683067962,-0.2314070128894631,-0.23514727431716997,,0.8076797683067964,,,-0.15875469657790925,0.19393876426792625,0.1942572396777853,0.19428890109777922,0.19432718437958849,0.7667845901646797,0.1942520961750533,0.8997888452827948,0.7383988482312833,0.7655588286598416,-0.4866374226026534,0.018351032631163815,0.07832228274092425,0.19439388253896947,0.1471860869815718,0.6501663822416972,0.875995860629949,1.0,0.9004813041817576,0.007190020720190071,0.9533868161092093,-0.9742848911293518,-0.9104394275172937,-0.7422991824938974
Flavour,0.05642309326667545,0.9745862207847774,-0.5071939539168191,-0.42783453619769796,0.3710786769720087,0.02938292434237347,-0.32864012083987276,-0.6064949704279918,0.012364052374530844,-0.474450791823566,-0.2623780274077398,-0.9868248450535606,0.9908985592379708,,-0.2705715212601777,-0.3788729785321643,,,,,0.06077556462281185,0.9908464538407935,0.9908994133225605,0.9909046698474304,0.9909110237073584,0.6120255807058063,0.9908985592379708,0.3932811767249904,-0.10082196021634889,-0.10538768355455197,-0.08000457425896092,-0.7746961626979075,-0.8199213749711147,-0.8453291211445397,-0.8343820640438532,0.12607231560583523,0.8829666890026404,0.9004813041817576,1.0,-0.30841106449660566,0.6120255807058068,-0.9864894692985987,-0.9976569270595488,-0.7565429154376222
Aroma,-0.46961685146110277,0.4477217589859572,-0.7199914501688763,-0.79057300474149,0.21047699461463995,0.6525806812910585,-0.7431699336130433,0.6163781733033662,0.44279494632020483,-0.7641016702105634,-0.8640411433709233,-0.24439818970758337,-0.299744545939059,0.4576793691924748,-0.8617793679253118,-0.7925667125040461,,0.4576793691924739,,,-0.9741850366353539,-0.3011594482460858,-0.3014025346994006,-0.3014266997512117,-0.30145591845903486,-0.6362859522919814,-0.30139860898041015,-0.24254767369616878,-0.19669083219870034,-0.121182924714266,0.7267291864356593,-0.16153211265810177,-0.042560677111889156,0.0742519781697774,0.026050051272067783,0.757507546587514,-0.3848879711591439,0.007190020720190071,-0.30841106449660566,1.0,-0.2195070185656709,-0.04612786564176487,0.010763705489792792,-0.5691040524284768
Overall_Accept,-0.735557301393051,0.7674439217814959,-0.4458569893652021,-0.12504117126680195,-0.7459526622292946,-0.7230257760522913,0.3041746493879051,-0.8925347479785619,-0.8498519465363955,-0.28112428815375207,0.07946094413035816,-0.7613873523106641,0.07111313505882051,0.7433111162394345,0.06478185874942395,0.0675737378399495,,0.743311116239435,,,0.10226480644376265,0.06719173218372938,0.06758000890722887,0.06761861135778506,0.06766528776821262,0.8784585919193312,0.06757373783994707,0.9857052051438124,0.8780827858577286,0.8844080631934932,-0.724932147468118,0.2509608112554497,0.2831619031044477,0.36402091435477313,0.33195919867782286,0.4698812394725794,0.8674247615424847,0.9533868161092093,0.6120255807058068,-0.2195070185656709,1.0,-0.8757394592051796,-0.78945868703698,-0.5078202539944255
TPC_mgGAE,0.7183571572344151,-0.7805266193114653,0.7259236105840579,0.5352186040977162,0.3649525337958401,0.31376185033099335,0.17504372985255995,0.7316467648992849,0.4898213846936604,0.6412910574597355,0.34670237822834055,0.9748285002013897,-0.38836979603418914,-0.7205452572428048,0.35997099063105964,0.3854079282926635,,-0.7205452572428053,,,0.22982919966493437,-0.38418640297674383,-0.3844547262726591,-0.38448139958364924,-0.3845136509798293,-0.7195877220172328,-0.38445039306709156,-0.78740583791589,-0.5687395375569174,-0.6009500966826261,0.33915315606011737,0.20738606121716344,0.1463872850970661,0.02481737489294005,0.07503123670555936,-0.6401671556387999,-0.9007679486271332,-0.9742848911293518,-0.9864894692985987,-0.04612786564176487,-0.8757394592051796,1.0,0.9780557462822811,0.8256249835357159
TFC_mgQE,0.5695091820173293,-0.6460160058361386,0.6770072684048983,0.5517426216607039,0.18848920989718068,0.20875980255485682,0.26131104067396654,0.7112977754846624,0.35724224001825056,0.6300905595439132,0.37165042583789926,0.9621887093580085,-0.5712147215100336,-0.5709899181888735,0.3836484661933218,0.43388665961584333,,-0.5709899181888738,,,0.19676613432242715,-0.5674758591168826,-0.5677097851839181,-0.5677330368325263,-0.5677611504458391,-0.7048092663769197,-0.5677060078038896,-0.6754423521750385,-0.4098605962968696,-0.4385038537601518,0.2575255203350747,0.3882668853757386,0.3395706353538212,0.22855371636960428,0.27507704220782864,-0.5365623174852748,-0.9209109916736333,-0.9104394275172937,-0.9976569270595488,0.010763705489792792,-0.78945868703698,0.9780557462822811,1.0,0.815722775874807
DPPH_pct,0.7229996374130172,-0.774638980211432,0.9698080000866875,0.916504981433651,0.009628954562665274,-0.22357198128796058,0.6593950050147224,0.21974983647407548,0.017399915243783627,0.9618053826572261,0.8129599679790172,0.9297402094221676,-0.31515985257182483,-0.7171434465648283,0.8213110725919386,0.8250374728673049,,-0.7171434465648282,,,0.7269672602109738,-0.311323570358665,-0.31136881711555425,-0.3113733125117433,-0.3113787474171264,-0.20347406047260455,-0.31136808677508093,-0.3977702223063129,-0.20122859914023353,-0.2684239275926764,-0.2241144746582284,0.43483381059123277,0.32685992563579,0.1688730415047317,0.23473101302319102,-0.8699594086824411,-0.531870538085148,-0.7422991824938974,-0.7565429154376222,-0.5691040524284768,-0.5078202539944255,0.8256249835357159,0.815722775874807,1.0
